id,cuisines[0],cuisines[1],cuisines[2],cuisines[3],cuisines[4]
9096,Korean,,,,
9097,Japanese,Italian,Chinese,,
9098,Korean,South Indian,North Indian,,
9099,North Indian,Cold Drinks,Mexican,Fast Food,
9100,Fast Food,Japanese,South Indian,,
9101,Fast Food,South Indian,Mexican,Japanese,Italian
9102,Italian,,,,
9103,Italian,,,,
9104,Italian,Japanese,Mexican,South Indian,Cold Drinks
9105,Chinese,,,,
9106,Cold Drinks,Korean,North Indian,Mexican,Fast Food
9107,Japanese,Chinese,Beverages,Fast Food,
9108,Japanese,,,,
9109,Korean,Italian,,,
9110,Chinese,,,,
9111,South Indian,Cold Drinks,Beverages,Korean,
9112,Italian,Japanese,,,
9113,Korean,Mexican,Beverages,,
9114,Beverages,South Indian,,,
9115,Chinese,Italian,Fast Food,Korean,Japanese
9116,Italian,Korean,Chinese,,
9117,Italian,,,,
9118,Italian,North Indian,Beverages,South Indian,Fast Food
9119,South Indian,,,,
9120,North Indian,,,,
9121,Chinese,,,,
9122,North Indian,Cold Drinks,Fast Food,Japanese,South Indian
9123,Beverages,Italian,,,
9124,Japanese,,,,
9125,Italian,Cold Drinks,Beverages,,
9126,South Indian,Cold Drinks,North Indian,Japanese,
9127,Korean,South Indian,Cold Drinks,,
9128,Korean,North Indian,,,
9129,Japanese,Italian,Cold Drinks,South Indian,
9130,Cold Drinks,Italian,North Indian,Mexican,Korean
9131,South Indian,Chinese,,,
9132,Japanese,Korean,North Indian,,
9133,Korean,Beverages,Cold Drinks,Mexican,
9134,North Indian,South Indian,,,
9135,Fast Food,Mexican,Italian,,
9136,Cold Drinks,South Indian,Italian,Beverages,
9137,Cold Drinks,,,,
9138,South Indian,North Indian,Italian,,
9139,Beverages,Chinese,,,
9140,Japanese,North Indian,Chinese,Fast Food,
9141,South Indian,Italian,Mexican,Korean,
9142,North Indian,,,,
9143,Korean,Mexican,North Indian,,
9144,Japanese,,,,
9145,Fast Food,Japanese,Beverages,South Indian,Italian
9146,Cold Drinks,,,,
9147,South Indian,Fast Food,North Indian,,
9148,Korean,Japanese,,,
9149,Korean,,,,
9150,South Indian,Chinese,Korean,Japanese,North Indian
9151,Italian,Korean,,,
9152,Cold Drinks,Beverages,North Indian,Fast Food,
9153,South Indian,Fast Food,Cold Drinks,,
9154,Chinese,,,,
9155,Mexican,North Indian,,,
9156,Japanese,Cold Drinks,South Indian,,
9157,Korean,South Indian,Mexican,North Indian,
9158,South Indian,Cold Drinks,Japanese,,
9159,Chinese,Fast Food,Italian,Cold Drinks,North Indian
9160,Mexican,South Indian,Fast Food,North Indian,Chinese
9161,Mexican,,,,
9162,Beverages,,,,
9163,Mexican,Cold Drinks,Japanese,,
9164,North Indian,Chinese,Korean,South Indian,
9165,South Indian,Korean,,,
9166,Korean,Japanese,Fast Food,,
9167,Cold Drinks,,,,
9168,Korean,Mexican,,,
9169,Chinese,North Indian,Fast Food,Italian,Mexican
9170,South Indian,North Indian,,,
9171,Chinese,North Indian,Korean,Fast Food,
9172,Chinese,Italian,Mexican,Cold Drinks,Beverages
9173,Korean,Chinese,Beverages,South Indian,Japanese
9174,Chinese,Fast Food,Japanese,Italian,Cold Drinks
9175,Italian,Chinese,,,
9176,Cold Drinks,,,,
9177,South Indian,Cold Drinks,Korean,,
9178,Cold Drinks,North Indian,,,
9179,Chinese,Japanese,Fast Food,Korean,Italian
9180,South Indian,Korean,North Indian,,
9181,Japanese,Cold Drinks,,,
9182,Beverages,Mexican,Chinese,Fast Food,
9183,North Indian,Cold Drinks,Korean,Japanese,
9184,Japanese,Cold Drinks,Mexican,Chinese,
9185,Italian,,,,
9186,Italian,,,,
9187,Japanese,Mexican,Chinese,South Indian,Italian
9188,Korean,North Indian,South Indian,Beverages,
9189,Japanese,Korean,Chinese,Mexican,
9190,Chinese,,,,
9191,North Indian,Chinese,Mexican,Beverages,Korean
9192,North Indian,Mexican,Japanese,Italian,
9193,Italian,Beverages,Cold Drinks,Japanese,Mexican
9194,Beverages,,,,
9195,Chinese,North Indian,Mexican,Japanese,Korean
9196,South Indian,Japanese,,,
9197,Cold Drinks,Fast Food,,,
9198,Beverages,Korean,Chinese,,
9199,Mexican,,,,
9200,South Indian,North Indian,,,
9201,Mexican,Beverages,Chinese,Cold Drinks,
9202,North Indian,South Indian,Fast Food,Beverages,
9203,Italian,,,,
9204,Cold Drinks,,,,
9205,Cold Drinks,Beverages,Italian,Fast Food,Chinese
9206,Japanese,South Indian,,,
9207,Italian,,,,
9208,North Indian,,,,
9209,Italian,,,,
9210,Japanese,North Indian,Korean,,
9211,Korean,Fast Food,Beverages,Mexican,Chinese
9212,Italian,,,,
9213,Japanese,South Indian,Italian,Chinese,
9214,South Indian,,,,
9215,South Indian,,,,
9216,Japanese,South Indian,Italian,Mexican,
9217,Italian,Cold Drinks,,,
9218,Chinese,,,,
9219,Mexican,,,,
9220,North Indian,Fast Food,,,
9221,Beverages,Italian,Mexican,Japanese,Korean
9222,Fast Food,South Indian,North Indian,,
9223,Italian,Korean,Fast Food,South Indian,
9224,Cold Drinks,,,,
9225,Beverages,,,,
9226,South Indian,North Indian,Chinese,Korean,Fast Food
9227,Mexican,North Indian,South Indian,Cold Drinks,
9228,Mexican,South Indian,Fast Food,North Indian,Cold Drinks
9229,Cold Drinks,Fast Food,Italian,,
9230,Korean,Fast Food,,,
9231,North Indian,Korean,Japanese,Italian,Fast Food
9232,Korean,South Indian,Italian,Fast Food,Chinese
9233,Italian,,,,
9234,Chinese,Japanese,Cold Drinks,Mexican,Italian
9235,Beverages,,,,
9236,North Indian,,,,
9237,Japanese,,,,
9238,Chinese,North Indian,Fast Food,Korean,
9239,Korean,Fast Food,Italian,,
9240,South Indian,,,,
9241,Mexican,South Indian,Italian,,
9242,Korean,Fast Food,,,
9243,South Indian,North Indian,Mexican,Italian,Korean
9244,North Indian,,,,
9245,Beverages,Japanese,,,
9246,Beverages,,,,
9247,Beverages,,,,
9248,Fast Food,,,,
9249,Japanese,,,,
9250,Chinese,Italian,,,
9251,Cold Drinks,Chinese,Beverages,Italian,Fast Food
9252,South Indian,Chinese,Italian,,
9253,Chinese,Mexican,South Indian,Japanese,
9254,Cold Drinks,Chinese,Fast Food,Japanese,South Indian
9255,Italian,Beverages,Korean,South Indian,
9256,Cold Drinks,,,,
9257,Beverages,Mexican,Italian,Japanese,
9258,Mexican,Japanese,Korean,Italian,
9259,South Indian,North Indian,Fast Food,Italian,
9260,Fast Food,Korean,South Indian,Japanese,
9261,Beverages,Italian,Mexican,Korean,
9262,Chinese,Italian,Mexican,Japanese,
9263,Fast Food,North Indian,,,
9264,Chinese,Fast Food,Italian,South Indian,Mexican
9265,Fast Food,Japanese,North Indian,Italian,
9266,South Indian,Japanese,,,
9267,North Indian,,,,
9268,Beverages,Italian,Korean,,
9269,Beverages,Cold Drinks,Mexican,Japanese,South Indian
9270,Cold Drinks,Mexican,North Indian,,
9271,Beverages,Cold Drinks,,,
9272,Fast Food,Chinese,Cold Drinks,South Indian,
9273,Fast Food,Korean,,,
9274,Fast Food,,,,
9275,Japanese,,,,
9276,North Indian,Japanese,South Indian,Korean,
9277,Beverages,,,,
9278,Beverages,Japanese,South Indian,,
9279,Beverages,Cold Drinks,Mexican,Chinese,
9280,Japanese,,,,
9281,Mexican,Beverages,Korean,South Indian,Cold Drinks
9282,Italian,Chinese,Korean,,
9283,Cold Drinks,Beverages,,,
9284,Korean,Beverages,Fast Food,North Indian,Mexican
9285,Fast Food,Italian,,,
9286,Italian,South Indian,North Indian,Chinese,Fast Food
9287,Japanese,Mexican,North Indian,,
9288,Fast Food,North Indian,,,
9289,Japanese,Korean,,,
9290,Mexican,Italian,Korean,,
9291,South Indian,,,,
9292,Korean,South Indian,Cold Drinks,Fast Food,
9293,Fast Food,Italian,Cold Drinks,,
9294,South Indian,Korean,,,
9295,Fast Food,Mexican,,,
9296,Korean,Chinese,Beverages,,
9297,Fast Food,Cold Drinks,,,
9298,Japanese,Korean,Cold Drinks,,
9299,Korean,Beverages,,,
9300,Fast Food,Beverages,Italian,Mexican,
9301,North Indian,Cold Drinks,Korean,South Indian,Italian
9302,Italian,Cold Drinks,,,
9303,South Indian,Mexican,Italian,Chinese,Beverages
9304,Cold Drinks,Japanese,Mexican,South Indian,Fast Food
9305,Korean,Beverages,Japanese,Chinese,Cold Drinks
9306,North Indian,Cold Drinks,Italian,,
9307,Chinese,Fast Food,Mexican,,
9308,South Indian,Japanese,Mexican,,
9309,Korean,,,,
9310,Cold Drinks,Italian,Chinese,South Indian,Mexican
9311,Italian,Fast Food,South Indian,Beverages,Korean
9312,North Indian,Italian,,,
9313,North Indian,Italian,,,
9314,Chinese,Beverages,Japanese,South Indian,Cold Drinks
9315,Cold Drinks,Korean,,,
9316,Japanese,Italian,Cold Drinks,,
9317,South Indian,Mexican,Chinese,Beverages,
9318,Japanese,Fast Food,Italian,Chinese,Cold Drinks
9319,Beverages,Cold Drinks,Italian,Japanese,South Indian
9320,Chinese,Italian,,,
9321,Cold Drinks,Beverages,Mexican,Fast Food,North Indian
9322,Fast Food,Beverages,Cold Drinks,Mexican,
9323,North Indian,Italian,,,
9324,Korean,Cold Drinks,Chinese,Italian,
9325,Fast Food,Chinese,Mexican,,
9326,Chinese,Beverages,North Indian,Mexican,Korean
9327,South Indian,Beverages,Japanese,Korean,Fast Food
9328,Beverages,Chinese,Fast Food,Mexican,South Indian
9329,Chinese,,,,
9330,Mexican,Fast Food,,,
9331,Italian,Cold Drinks,Chinese,Japanese,South Indian
9332,Korean,Beverages,Cold Drinks,Japanese,Italian
9333,Korean,South Indian,Cold Drinks,,
9334,Japanese,Mexican,South Indian,North Indian,Cold Drinks
9335,Cold Drinks,Korean,Mexican,Fast Food,
9336,Chinese,Italian,Fast Food,Beverages,Mexican
9337,North Indian,,,,
9338,Beverages,Korean,South Indian,,
9339,Cold Drinks,Mexican,,,
9340,Italian,Beverages,South Indian,Fast Food,Mexican
9341,South Indian,Mexican,,,
9342,Chinese,North Indian,Fast Food,Mexican,
9343,Italian,,,,
9344,Mexican,,,,
9345,Japanese,Beverages,South Indian,Mexican,
9346,Fast Food,,,,
9347,North Indian,Japanese,,,
9348,Chinese,Japanese,Mexican,Cold Drinks,
9349,Fast Food,Mexican,,,
9350,South Indian,Mexican,,,
9351,Korean,,,,
9352,North Indian,Italian,Japanese,Chinese,
9353,Mexican,,,,
9354,Japanese,Chinese,Beverages,Fast Food,Korean
9355,North Indian,Fast Food,,,
9356,Italian,,,,
9357,Cold Drinks,Italian,,,
9358,Cold Drinks,Beverages,Korean,South Indian,
9359,Korean,Beverages,South Indian,,
9360,Japanese,South Indian,Cold Drinks,,
9361,Cold Drinks,Mexican,,,
9362,North Indian,Italian,Beverages,Chinese,Korean
9363,Mexican,Japanese,,,
9364,Fast Food,Beverages,,,
9365,Beverages,,,,
9366,North Indian,,,,
9367,Korean,Chinese,Mexican,,
9368,Fast Food,Beverages,Japanese,,
9369,Fast Food,,,,
9370,North Indian,Japanese,Beverages,South Indian,
9371,Mexican,Fast Food,South Indian,North Indian,
9372,South Indian,Beverages,Mexican,Korean,
9373,Fast Food,Chinese,Mexican,,
9374,Japanese,Beverages,Fast Food,,
9375,Japanese,North Indian,Fast Food,Korean,
9376,Beverages,,,,
9377,Beverages,,,,
9378,North Indian,Fast Food,Mexican,Korean,Cold Drinks
9379,Fast Food,Beverages,Cold Drinks,,
9380,South Indian,Korean,,,
9381,Fast Food,Beverages,Chinese,,
9382,Fast Food,,,,
9383,Mexican,Beverages,Japanese,Italian,South Indian
9384,Chinese,,,,
9385,Mexican,Korean,Chinese,,
9386,Chinese,Mexican,South Indian,Korean,North Indian
9387,Cold Drinks,Korean,Mexican,Fast Food,Beverages
9388,Korean,Chinese,,,
9389,Cold Drinks,Beverages,,,
9390,Korean,North Indian,South Indian,Beverages,Japanese
9391,Italian,,,,
9392,Japanese,,,,
9393,South Indian,,,,
9394,Chinese,Japanese,Fast Food,,
9395,Fast Food,South Indian,Japanese,North Indian,
9396,Beverages,Japanese,Cold Drinks,Fast Food,
9397,North Indian,Mexican,Chinese,Beverages,
9398,Mexican,,,,
9399,Italian,Chinese,Mexican,,
9400,Fast Food,Japanese,Chinese,Mexican,
9401,Fast Food,North Indian,,,
9402,Korean,Chinese,Japanese,,
9403,Japanese,Beverages,North Indian,,
9404,Chinese,,,,
9405,Fast Food,Japanese,Chinese,Korean,North Indian
9406,Japanese,Italian,Chinese,Cold Drinks,
9407,Chinese,,,,
9408,South Indian,Italian,Beverages,Korean,Mexican
9409,Chinese,North Indian,Mexican,,
9410,Cold Drinks,Italian,,,
9411,South Indian,Italian,Japanese,,
9412,Italian,North Indian,South Indian,Korean,
9413,Cold Drinks,Korean,,,
9414,Cold Drinks,Chinese,South Indian,,
9415,Beverages,Chinese,Fast Food,Cold Drinks,
9416,Mexican,North Indian,Japanese,South Indian,
9417,Korean,Italian,Cold Drinks,Mexican,Japanese
9418,Italian,South Indian,,,
9419,Beverages,Mexican,,,
9420,Italian,Fast Food,Chinese,,
9421,Korean,South Indian,,,
9422,Italian,Fast Food,Korean,Japanese,Mexican
9423,Fast Food,Italian,Korean,Beverages,Mexican
9424,North Indian,,,,
9425,Fast Food,,,,
9426,Japanese,Beverages,,,
9427,Korean,Cold Drinks,,,
9428,Fast Food,Korean,Japanese,,
9429,Japanese,,,,
9430,Mexican,,,,
9431,South Indian,Beverages,Korean,Chinese,
9432,South Indian,Italian,,,
9433,South Indian,Mexican,,,
9434,Italian,Beverages,Korean,Mexican,Japanese
9435,Korean,Italian,,,
9436,North Indian,Italian,Cold Drinks,,
9437,North Indian,Italian,,,
9438,Chinese,Korean,Italian,,
9439,South Indian,Japanese,,,
9440,South Indian,Fast Food,,,
9441,Japanese,,,,
9442,Fast Food,Cold Drinks,North Indian,Chinese,Italian
9443,Mexican,,,,
9444,Mexican,Beverages,Chinese,,
9445,Japanese,North Indian,,,
9446,Japanese,,,,
9447,Korean,,,,
9448,Chinese,Korean,Japanese,North Indian,
9449,Cold Drinks,Beverages,Chinese,South Indian,
9450,South Indian,Japanese,,,
9451,North Indian,Japanese,Chinese,,
9452,Beverages,Japanese,Italian,North Indian,Chinese
9453,Cold Drinks,Chinese,Beverages,Italian,
9454,Italian,Beverages,North Indian,Fast Food,Mexican
9455,Cold Drinks,Mexican,Beverages,Korean,Japanese
9456,Chinese,Fast Food,,,
9457,Italian,Korean,North Indian,Chinese,
9458,North Indian,Fast Food,,,
9459,Fast Food,,,,
9460,Chinese,Italian,Japanese,,
9461,Beverages,North Indian,,,
9462,Japanese,Korean,,,
9463,Mexican,South Indian,Japanese,Korean,Fast Food
9464,Chinese,,,,
9465,Fast Food,,,,
9466,Beverages,North Indian,Japanese,Chinese,South Indian
9467,Cold Drinks,,,,
9468,Chinese,Japanese,Cold Drinks,,
9469,North Indian,Japanese,South Indian,,
9470,Mexican,North Indian,Cold Drinks,,
9471,Chinese,Italian,North Indian,Beverages,Japanese
9472,Chinese,,,,
9473,Cold Drinks,South Indian,,,
9474,Italian,,,,
9475,North Indian,Italian,Japanese,South Indian,
9476,Cold Drinks,,,,
9477,Italian,South Indian,,,
9478,Cold Drinks,North Indian,,,
9479,Fast Food,Korean,,,
9480,Beverages,Mexican,,,
9481,Chinese,Italian,Fast Food,Korean,Beverages
9482,Italian,,,,
9483,Fast Food,Japanese,,,
9484,Chinese,,,,
9485,Mexican,Korean,South Indian,Chinese,North Indian
9486,Fast Food,,,,
9487,Mexican,Italian,Cold Drinks,,
9488,North Indian,Chinese,Beverages,Italian,
9489,South Indian,Italian,,,
9490,Mexican,Fast Food,,,
9491,Italian,,,,
9492,Chinese,Fast Food,Korean,,
9493,Fast Food,Chinese,South Indian,,
9494,Fast Food,Chinese,South Indian,Mexican,
9495,Cold Drinks,Italian,South Indian,,
9496,Chinese,Japanese,Beverages,Italian,South Indian
9497,Chinese,North Indian,Mexican,,
9498,Fast Food,,,,
9499,Beverages,,,,
9500,Japanese,South Indian,Beverages,North Indian,
9501,Chinese,Fast Food,Korean,,
9502,Chinese,,,,
9503,Korean,,,,
9504,Beverages,Cold Drinks,Mexican,,
9505,Japanese,Cold Drinks,Italian,South Indian,
9506,Beverages,,,,
9507,Mexican,South Indian,Chinese,Cold Drinks,
9508,North Indian,South Indian,Cold Drinks,Italian,
9509,Mexican,Japanese,Fast Food,Italian,
9510,Cold Drinks,North Indian,,,
9511,South Indian,,,,
9512,Fast Food,Korean,,,
9513,Chinese,Cold Drinks,Japanese,North Indian,
9514,South Indian,Korean,,,
9515,Cold Drinks,Fast Food,Korean,Japanese,
9516,Japanese,South Indian,Cold Drinks,Beverages,North Indian
9517,Mexican,Cold Drinks,,,
9518,Fast Food,,,,
9519,Mexican,Fast Food,Chinese,Cold Drinks,Japanese
9520,Cold Drinks,Mexican,Fast Food,,
9521,Italian,Korean,,,
9522,Korean,Beverages,,,
9523,North Indian,Beverages,,,
9524,Cold Drinks,Beverages,Japanese,Fast Food,Chinese
9525,Japanese,Korean,Fast Food,,
9526,Cold Drinks,,,,
9527,North Indian,Cold Drinks,South Indian,,
9528,South Indian,North Indian,Japanese,Chinese,
9529,South Indian,Japanese,Mexican,,
9530,Fast Food,Chinese,North Indian,Italian,Japanese
9531,Mexican,North Indian,Korean,,
9532,North Indian,South Indian,Japanese,,
9533,Mexican,Beverages,South Indian,Korean,
9534,Chinese,Fast Food,Mexican,Cold Drinks,Beverages
9535,Chinese,North Indian,,,
9536,Korean,,,,
9537,Chinese,Korean,,,
9538,Japanese,South Indian,Chinese,Italian,
9539,Fast Food,South Indian,North Indian,,
9540,Mexican,Chinese,South Indian,,
9541,North Indian,Mexican,,,
9542,Beverages,Cold Drinks,Korean,,
9543,Korean,,,,
9544,Fast Food,Mexican,,,
9545,Beverages,Mexican,Chinese,,
9546,Beverages,Italian,Korean,Cold Drinks,Japanese
9547,Italian,Beverages,Mexican,,
9548,Japanese,,,,
9549,South Indian,Fast Food,Japanese,,
9550,Korean,Chinese,Beverages,South Indian,
9551,Italian,Beverages,Mexican,,
9552,Korean,,,,
9553,Japanese,North Indian,Beverages,,
9554,Japanese,Chinese,,,
9555,Italian,South Indian,,,
9556,Chinese,Beverages,North Indian,,
9557,Beverages,,,,
9558,Korean,North Indian,Japanese,Fast Food,
9559,Cold Drinks,,,,
9560,Cold Drinks,South Indian,,,
9561,Fast Food,Mexican,,,
9562,North Indian,Chinese,Beverages,Cold Drinks,Fast Food
9563,Fast Food,Japanese,Chinese,Korean,South Indian
9564,Korean,South Indian,,,
9565,Beverages,Chinese,Italian,,
9566,Fast Food,,,,
9567,North Indian,Korean,Italian,South Indian,
9568,North Indian,Cold Drinks,Mexican,,
9569,Mexican,South Indian,Cold Drinks,Italian,
9570,Italian,Beverages,,,
9571,Fast Food,Mexican,Italian,Korean,North Indian
9572,North Indian,Fast Food,,,
9573,Korean,Italian,Japanese,,
9574,North Indian,Italian,Chinese,,
9575,Beverages,South Indian,Japanese,Mexican,
9576,Fast Food,Japanese,North Indian,Mexican,
9577,Fast Food,South Indian,Japanese,Korean,Cold Drinks
9578,Cold Drinks,,,,
9579,North Indian,Italian,Korean,South Indian,
9580,North Indian,Chinese,Fast Food,Korean,Japanese
9581,Cold Drinks,,,,
9582,South Indian,Mexican,Korean,Japanese,Italian
9583,Beverages,,,,
9584,Italian,Korean,North Indian,Fast Food,
9585,Italian,,,,
9586,South Indian,Mexican,Italian,,
9587,Fast Food,Italian,Cold Drinks,Beverages,Korean
9588,Chinese,,,,
9589,Beverages,Korean,Chinese,Fast Food,
9590,North Indian,Korean,Fast Food,Italian,
9591,Korean,North Indian,Italian,Mexican,
9592,North Indian,South Indian,,,
9593,Korean,Beverages,Mexican,South Indian,Japanese
9594,Chinese,North Indian,South Indian,Beverages,Cold Drinks
9595,Korean,Fast Food,,,
9596,Japanese,North Indian,South Indian,,
9597,Chinese,South Indian,Korean,Fast Food,Italian
9598,Korean,,,,
9599,Italian,Mexican,Korean,Fast Food,
9600,Korean,,,,
9601,Beverages,Chinese,South Indian,Fast Food,North Indian
9602,North Indian,Korean,Japanese,South Indian,
9603,Fast Food,South Indian,Italian,Japanese,
9604,Mexican,Beverages,,,
9605,Fast Food,Chinese,Mexican,Japanese,Italian
9606,Japanese,South Indian,,,
9607,Beverages,,,,
9608,Japanese,North Indian,Mexican,Italian,South Indian
9609,Italian,South Indian,Fast Food,Cold Drinks,Mexican
9610,South Indian,Cold Drinks,,,
9611,Mexican,Japanese,Korean,Cold Drinks,Fast Food
9612,Beverages,Cold Drinks,North Indian,,
9613,Chinese,,,,
9614,Japanese,Mexican,Italian,Korean,
9615,Cold Drinks,Chinese,Beverages,Mexican,
9616,North Indian,Korean,Cold Drinks,Beverages,Chinese
9617,South Indian,Cold Drinks,North Indian,Fast Food,Italian
9618,Mexican,Fast Food,Beverages,,
9619,Cold Drinks,Japanese,South Indian,,
9620,Beverages,South Indian,Fast Food,,
9621,Beverages,Mexican,,,
9622,South Indian,Japanese,Korean,Fast Food,North Indian
9623,Korean,Beverages,Japanese,,
9624,Korean,Beverages,,,
9625,South Indian,,,,
9626,Chinese,,,,
9627,North Indian,,,,
9628,Japanese,Mexican,Beverages,,
9629,South Indian,Fast Food,Cold Drinks,Japanese,Korean
9630,North Indian,Mexican,Chinese,Japanese,
9631,Cold Drinks,Mexican,Korean,Japanese,Chinese
9632,South Indian,North Indian,Chinese,Mexican,Fast Food
9633,Italian,Cold Drinks,,,
9634,North Indian,Chinese,Beverages,Cold Drinks,Mexican
9635,Italian,Japanese,South Indian,Mexican,Korean
9636,Chinese,Japanese,,,
9637,South Indian,,,,
9638,Korean,North Indian,Japanese,,
9639,South Indian,,,,
9640,Cold Drinks,Fast Food,Beverages,South Indian,Japanese
9641,Chinese,,,,
9642,Chinese,Fast Food,Japanese,Cold Drinks,
9643,Fast Food,South Indian,Mexican,Cold Drinks,Beverages
9644,Chinese,North Indian,Italian,Cold Drinks,South Indian
9645,Chinese,,,,
9646,Chinese,Fast Food,South Indian,Beverages,
9647,Cold Drinks,,,,
9648,Chinese,Japanese,North Indian,South Indian,Beverages
9649,Korean,Japanese,,,
9650,Chinese,,,,
9651,Beverages,South Indian,,,
9652,Korean,Fast Food,,,
9653,North Indian,,,,
9654,Korean,Japanese,South Indian,Cold Drinks,Chinese
9655,Fast Food,Chinese,Korean,Italian,
9656,Chinese,Japanese,South Indian,North Indian,Mexican
9657,Korean,,,,
9658,Italian,Japanese,Chinese,Mexican,
9659,South Indian,Mexican,Korean,Fast Food,
9660,Chinese,,,,
9661,South Indian,Japanese,Mexican,Korean,North Indian
9662,Japanese,Chinese,,,
9663,South Indian,Italian,,,
9664,Korean,South Indian,,,
9665,South Indian,Korean,,,
9666,North Indian,,,,
9667,Beverages,,,,
9668,Fast Food,Italian,Beverages,,
9669,South Indian,Fast Food,Italian,Cold Drinks,
